"Contractor_Name","Contractor_Details_URL","State_Local_Auth","Contract_Number","Phone","Location","Socio_Economic_Indicators","Contractor_TC_Price_List","View_Catalog"
AMVET TECHNOLOGIES LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0291X&contractorName=AMVET+TECHNOLOGIES+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0291X,301-523-7807,"LAS VEGAS ,NV",s/dv/d,https://www.gsaadvantage.gov/ref_text/GS35F0291X/GS35F0291X_online.htm,advRedirect.do?contract=GS-35F-0291X&sin=132+51&src=elib&app=cat
"AMVI SOFTWARE, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-305BA&contractorName=AMVI+SOFTWARE%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-305BA,(410)988-3890,"ELLICOTT CITY ,MD",s/d,,
"AMYX, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0481L&contractorName=AMYX%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0481L,703-373-1436,"RESTON ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F0481L/GS35F0481L_online.htm,advRedirect.do?contract=GS-35F-0481L&sin=132+51&src=elib&app=cat
"ANAKAM, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0600T&contractorName=ANAKAM%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0600T,9495663626,"RESTON ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F0600T/GS35F0600T_online.htm,advRedirect.do?contract=GS-35F-0600T&sin=132+51&src=elib&app=cat
ANALYTIC DESIGNS INC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0091K&contractorName=ANALYTIC+DESIGNS+INC&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0091K,614-224-9078,"COLUMBUS ,OH",s,https://www.gsaadvantage.gov/ref_text/GS35F0091K/GS35F0091K_online.htm,advRedirect.do?contract=GS-35F-0091K&sin=132+51&src=elib&app=cat
ANALYTICA LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0622Y&contractorName=ANALYTICA+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0622Y,2024704806,"WASHINGTON ,DC",s/d/h,https://www.gsaadvantage.gov/ref_text/GS35F0622Y/GS35F0622Y_online.htm,advRedirect.do?contract=GS-35F-0622Y&sin=132+51&src=elib&app=cat
"ANALYTICAL GRAPHICS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-056DA&contractorName=ANALYTICAL+GRAPHICS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-056DA,610-981-8000,"EXTON ,PA",o,https://www.gsaadvantage.gov/ref_text/GS35F056DA/GS35F056DA_online.htm,advRedirect.do?contract=GS-35F-056DA&sin=132+51&src=elib&app=cat
"ANASEC, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-391DA&contractorName=ANASEC%2C+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-391DA,540-657-9465,"STAFFORD ,VA",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F391DA/GS35F391DA_online.htm,advRedirect.do?contract=GS-35F-391DA&sin=132+51&src=elib&app=cat
ANAVATION LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-122DA&contractorName=ANAVATION+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-122DA,703-966-3011,"RESTON ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F122DA/GS35F122DA_online.htm,advRedirect.do?contract=GS-35F-122DA&sin=132+51&src=elib&app=cat
"ANCHOR POINT TECHNOLOGY RESOURCES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-174CA&contractorName=ANCHOR+POINT+TECHNOLOGY+RESOURCES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-174CA,(317)225-4141,"INDIANAPOLIS ,IN",s/w/wo/ew,,
ANCHOR SYSTEMS CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-539BA&contractorName=ANCHOR+SYSTEMS+CORPORATION&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-539BA,7032549650,"RESTON ,VA",s/w/d,https://www.gsaadvantage.gov/ref_text/GS35F539BA/GS35F539BA_online.htm,advRedirect.do?contract=GS-35F-539BA&sin=132+51&src=elib&app=cat
"ANCHOR TECHNOLOGY & CONSULTANTS, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-108CA&contractorName=ANCHOR+TECHNOLOGY+%26+CONSULTANTS%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-108CA,(410) 707-6941,"BALTIMORE ,MD",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F108CA/GS35F108CA_online.htm,advRedirect.do?contract=GS-35F-108CA&sin=132+51&src=elib&app=cat
"ANGARAI INTERNATIONAL, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0254V&contractorName=ANGARAI+INTERNATIONAL%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0254V,410-472-5000,"GREENBELT ,MD",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0254V/GS35F0254V_online.htm,advRedirect.do?contract=GS-35F-0254V&sin=132+51&src=elib&app=cat
"ANGELO GROUP, INC., THE",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-587AA&contractorName=ANGELO+GROUP%2C+INC.%2C+THE&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-587AA,706-228-3035 EXT. 32,"MARTINEZ ,GA",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F587AA/GS35F587AA_online.htm,advRedirect.do?contract=GS-35F-587AA&sin=132+51&src=elib&app=cat
ANIKA SYSTEMS INCORPORATED,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-056GA&contractorName=ANIKA+SYSTEMS+INCORPORATED&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-056GA,(202)718-8860,"LEESBURG ,VA",s/w/wo/ew/d/8a/h,,
ANJI TECHNOLOGIES LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0646Y&contractorName=ANJI+TECHNOLOGIES+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0646Y,214-383-4611,"PLANO ,TX",s/w/wo,https://www.gsaadvantage.gov/ref_text/GS35F0646Y/GS35F0646Y_online.htm,advRedirect.do?contract=GS-35F-0646Y&sin=132+51&src=elib&app=cat
ANLAR INCORPORATED,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-466DA&contractorName=ANLAR+INCORPORATED&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-466DA,2024537018,"ARLINGTON ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F466DA/GS35F466DA_online.htm,advRedirect.do?contract=GS-35F-466DA&sin=132+51&src=elib&app=cat
ANNAMS SYSTEMS CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0504L&contractorName=ANNAMS+SYSTEMS+CORPORATION&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0504L,925-355-0700 X216,"SAN RAMON ,CA",s,https://www.gsaadvantage.gov/ref_text/GS35F0504L/GS35F0504L_online.htm,advRedirect.do?contract=GS-35F-0504L&sin=132+51&src=elib&app=cat
ANRE TECHNOLOGIES INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-067DA&contractorName=ANRE+TECHNOLOGIES+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-067DA,818-627-5433,"LA CRESCENTA ,CA",s/w/wo,https://www.gsaadvantage.gov/ref_text/GS35F067DA/GS35F067DA_online.htm,advRedirect.do?contract=GS-35F-067DA&sin=132+51&src=elib&app=cat
"ANTKOWIAK DESIGN GROUP, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-255DA&contractorName=ANTKOWIAK+DESIGN+GROUP%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-255DA,443-285-0008,"COLUMBIA ,MD",s,https://www.gsaadvantage.gov/ref_text/GS35F255DA/GS35F255DA_online.htm,advRedirect.do?contract=GS-35F-255DA&sin=132+51&src=elib&app=cat
"ANYTHINGIT, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0439M&contractorName=ANYTHINGIT%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0439M,877-766-3050,"FAIR LAWN ,NJ",s,https://www.gsaadvantage.gov/ref_text/GS35F0439M/GS35F0439M_online.htm,advRedirect.do?contract=GS-35F-0439M&sin=132+51&src=elib&app=cat
AO CONSULT LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-062BA&contractorName=AO+CONSULT+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-062BA,(703)647-5044,"ALEXANDRIA ,VA",s/v,https://www.gsaadvantage.gov/ref_text/GS35F062BA/GS35F062BA_online.htm,
AOC CONNECT LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0826R&contractorName=AOC+CONNECT+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0826R,703-621-7469,"CHANTILLY ,VA",s,https://www.gsaadvantage.gov/ref_text/GS35F0826R/GS35F0826R_online.htm,advRedirect.do?contract=GS-35F-0826R&sin=132+51&src=elib&app=cat
"APELON, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0009L&contractorName=APELON%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0009L,(203) 431-2530 X137,"HARTFORD ,CT",s,https://www.gsaadvantage.gov/ref_text/GS35F0009L/GS35F0009L_online.htm,advRedirect.do?contract=GS-35F-0009L&sin=132+51&src=elib&app=cat
"APEX LOGIC, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0608L&contractorName=APEX+LOGIC%2C+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0608L,301-717-1655,"RENO ,NV",s/w/wo/h,https://www.gsaadvantage.gov/ref_text/GS35F0608L/GS35F0608L_online.htm,advRedirect.do?contract=GS-35F-0608L&sin=132+51&src=elib&app=cat
APEXTECH LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-070GA&contractorName=APEXTECH+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-070GA,(571)228-0949,"ARLINGTON ,VA",s/d,,
"APG TECHNOLOGIES, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0229Y&contractorName=APG+TECHNOLOGIES%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0229Y,703-444-0065 EXT 305,"STERLING ,VA",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F0229Y/GS35F0229Y_online.htm,advRedirect.do?contract=GS-35F-0229Y&sin=132+51&src=elib&app=cat
APPDDICTION STUDIO LLC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-028GA&contractorName=APPDDICTION+STUDIO+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-028GA,(210) 704-7828,"SAN ANTONIO ,TX",s/dv/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F028GA/GS35F028GA_online.htm,advRedirect.do?contract=GS-35F-028GA&sin=132+51&src=elib&app=cat
APPEREON BUSINESS SOLUTIONS INC.,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-298AA&contractorName=APPEREON+BUSINESS+SOLUTIONS+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-298AA,443-839-0012,"BALTIMORE ,MD",s/d/h,https://www.gsaadvantage.gov/ref_text/GS35F298AA/GS35F298AA_online.htm,advRedirect.do?contract=GS-35F-298AA&sin=132+51&src=elib&app=cat
APPIAN CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0092M&contractorName=APPIAN+CORPORATION&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0092M,703-442-8844,"RESTON ,VA",o,https://www.gsaadvantage.gov/ref_text/GS35F0092M/GS35F0092M_online.htm,advRedirect.do?contract=GS-35F-0092M&sin=132+51&src=elib&app=cat
"APPLICATION ARCHITECTS, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0124X&contractorName=APPLICATION+ARCHITECTS%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0124X,888-896-4608,"CARRBORO ,NC",s,https://www.gsaadvantage.gov/ref_text/GS35F0124X/GS35F0124X_online.htm,advRedirect.do?contract=GS-35F-0124X&sin=132+51&src=elib&app=cat
"APPLICATION DATA SYSTEMS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0138R&contractorName=APPLICATION+DATA+SYSTEMS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0138R,662-393-2046,"SOUTHAVEN ,MS",s,,GSA Advantage!
"APPLICATION TECHNOLOGIES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-406BA&contractorName=APPLICATION+TECHNOLOGIES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-406BA,703-587-4274,"SPRINGFIELD ,VA",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F406BA/GS35F406BA_online.htm,advRedirect.do?contract=GS-35F-406BA&sin=132+51&src=elib&app=cat
APPLICATIONS SFTWR TECH CORP,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-497AA&contractorName=APPLICATIONS+SFTWR+TECH+CORP&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-497AA,630-778-1180,"NAPERVILLE ,IL",s,https://www.gsaadvantage.gov/ref_text/GS35F497AA/GS35F497AA_online.htm,advRedirect.do?contract=GS-35F-497AA&sin=132+51&src=elib&app=cat
APPLIED COHERENT TECH CORP INC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0263N&contractorName=APPLIED+COHERENT+TECH+CORP+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0263N,703.742.0294,"HERNDON ,VA",s/d,https://www.gsaadvantage.gov/ref_text/GS35F0263N/GS35F0263N_online.htm,advRedirect.do?contract=GS-35F-0263N&sin=132+51&src=elib&app=cat
"APPLIED COMPUTER TRAINING & TECHNOLOGY, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0597Y&contractorName=APPLIED+COMPUTER+TRAINING+%26+TECHNOLOGY%2C+INC&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0597Y,(808)389-2550,"AIEA ,HI",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0597Y/GS35F0597Y_online.htm,advRedirect.do?contract=GS-35F-0597Y&sin=132+51&src=elib&app=cat
"APPLIED COMPUTING TECHNOLOGIES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0497J&contractorName=APPLIED+COMPUTING+TECHNOLOGIES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0497J,703-891-4334,"ALEXANDRIA ,VA",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F0497J/GS35F0497J_online.htm,advRedirect.do?contract=GS-35F-0497J&sin=132+51&src=elib&app=cat
APPLIED ENGINEERING MANAGEMENT CORPORATION,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0412J&contractorName=APPLIED+ENGINEERING+MANAGEMENT+CORPORATION&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0412J,(703) 464-7030 X8017,"HERNDON ,VA",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0412J/GS35F0412J_online.htm,advRedirect.do?contract=GS-35F-0412J&sin=132+51&src=elib&app=cat
"APPLIED GEOGRAPHICS, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0001P&contractorName=APPLIED+GEOGRAPHICS%2C+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0001P,6174472488,"BOSTON ,MA",s/w,https://www.gsaadvantage.gov/ref_text/GS35F0001P/GS35F0001P_online.htm,advRedirect.do?contract=GS-35F-0001P&sin=132+51&src=elib&app=cat
"APPLIED GLOBAL TECHNOLOGIES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0341W&contractorName=APPLIED+GLOBAL+TECHNOLOGIES%2C+INC.&executeQuery=YES,Indicates that state and local governments may procure Disaster Purchasing products/services from this contract,GS-35F-0341W,321-635-2454,"COCOA ,FL",s,https://www.gsaadvantage.gov/ref_text/GS35F0341W/GS35F0341W_online.htm,advRedirect.do?contract=GS-35F-0341W&sin=132+51&src=elib&app=cat
"APPLIED INFORMATION SCIENCES, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0279P&contractorName=APPLIED+INFORMATION+SCIENCES%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0279P,703-860-7800,"RESTON ,VA",s/v,https://www.gsaadvantage.gov/ref_text/GS35F0279P/GS35F0279P_online.htm,advRedirect.do?contract=GS-35F-0279P&sin=132+51&src=elib&app=cat
APPLIED INTELLECT,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-035BA&contractorName=APPLIED+INTELLECT&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-035BA,724-765-0402,"WEXFORD ,PA",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F035BA/GS35F035BA_online.htm,advRedirect.do?contract=GS-35F-035BA&sin=132+51&src=elib&app=cat
APPLIED MATHEMATICS INC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0810N&contractorName=APPLIED+MATHEMATICS+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0810N,(860)464-7259,"GALES FERRY ,CT",s,https://www.gsaadvantage.gov/ref_text/GS35F0810N/GS35F0810N_online.htm,advRedirect.do?contract=GS-35F-0810N&sin=132+51&src=elib&app=cat
"APPLIED RESEARCH SOLUTIONS, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-360BA&contractorName=APPLIED+RESEARCH+SOLUTIONS%2C+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-360BA,(937)912-6115,"BEAVERCREEK ,OH",o,https://www.gsaadvantage.gov/ref_text/GS35F360BA/GS35F360BA_online.htm,advRedirect.do?contract=GS-35F-360BA&sin=132+51&src=elib&app=cat
"APPLIED SCIENCES GROUP, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0042U&contractorName=APPLIED+SCIENCES+GROUP%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0042U,716-626-5100,"BUFFALO ,NY",s,https://www.gsaadvantage.gov/ref_text/GS35F0042U/GS35F0042U_online.htm,advRedirect.do?contract=GS-35F-0042U&sin=132+51&src=elib&app=cat
"APPLIED TECHNICAL SYSTEMS, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0535W&contractorName=APPLIED+TECHNICAL+SYSTEMS%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0535W,360.698.7100 X 227,"SILVERDALE ,WA",s/dv,https://www.gsaadvantage.gov/ref_text/GS35F0535W/GS35F0535W_online.htm,advRedirect.do?contract=GS-35F-0535W&sin=132+51&src=elib&app=cat
APPLIEDINFO PARTNERS INC,contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-429BA&contractorName=APPLIEDINFO+PARTNERS+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-429BA,732-507-7300,"SOMERSET ,NJ",s/w/wo/ew/d,https://www.gsaadvantage.gov/ref_text/GS35F429BA/GS35F429BA_online.htm,advRedirect.do?contract=GS-35F-429BA&sin=132+51&src=elib&app=cat
"APPLYLOGIC CONSULTING GROUP, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0086Y&contractorName=APPLYLOGIC+CONSULTING+GROUP%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0086Y,"703-794-2106, EXT 10","MCLEAN ,VA",s/v,https://www.gsaadvantage.gov/ref_text/GS35F0086Y/GS35F0086Y_online.htm,advRedirect.do?contract=GS-35F-0086Y&sin=132+51&src=elib&app=cat
"APPRIO, INC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0214L&contractorName=APPRIO%2C+INC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0214L,301-908-6733,"WASHINGTON ,DC",s/d,https://www.gsaadvantage.gov/ref_text/GS35F0214L/GS35F0214L_online.htm,advRedirect.do?contract=GS-35F-0214L&sin=132+51&src=elib&app=cat
"APPSENTIAL, LLC",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0175U&contractorName=APPSENTIAL%2C+LLC&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0175U,240-401-9888,"BETHESDA ,MD",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0175U/GS35F0175U_online.htm,advRedirect.do?contract=GS-35F-0175U&sin=132+51&src=elib&app=cat
"APPTEON, INC.",contractorInfo.do;jsessionid=45223235A079C3DB237FB375FB880575.prd2pweb?contractNumber=GS-35F-0111Y&contractorName=APPTEON%2C+INC.&executeQuery=YES,Vendor is authorized to sell to State & Local Governments,GS-35F-0111Y,937-684-0166,"VIENNA ,VA",s/d/8a,https://www.gsaadvantage.gov/ref_text/GS35F0111Y/GS35F0111Y_online.htm,advRedirect.do?contract=GS-35F-0111Y&sin=132+51&src=elib&app=cat
